Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1637,WHS3_49,COUNTRY,AUT,YEAR,EUR,Europe,,,1999,,,,,,,0,0.0,,,,2019-09-11T08:27:38+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4022,WHS3_49,COUNTRY,UKR,YEAR,EUR,Europe,,,2001,,,,,,,0,0.0,,,,2019-09-11T08:29:33+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4925,WHS3_49,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,,2011,,,,,,,0,0.0,,,,2019-09-11T08:28:29+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6647,WHS3_49,COUNTRY,SEN,YEAR,AFR,Africa,,,1998,,,,,,,10,10.0,,,,2019-09-11T08:29:14+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
9850,WHS3_49,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,,1985,,,,,,,7,7.0,,,,2019-09-11T08:29:33+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
10141,WHS3_49,REGION,AFR,YEAR,,,,,1992,,,,,,,1555,1555.0,,,,2019-09-11T08:29:41+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
10887,WHS3_49,COUNTRY,NIC,YEAR,AMR,Americas,,,1997,,,,,,,0,0.0,,,,2019-09-11T08:28:53+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
14757,WHS3_49,COUNTRY,CHN,YEAR,WPR,Western Pacific,,,1991,,,,,,,1926,1926.0,,,,2019-09-11T08:27:55+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
18392,WHS3_49,COUNTRY,CIV,YEAR,AFR,Africa,,,2003,,,,,,,1,1.0,,,,2019-09-11T08:27:59+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
18554,WHS3_49,COUNTRY,BRA,YEAR,AMR,Americas,,,1983,,,,,,,45,45.0,,,,2019-09-11T08:27:47+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
18673,WHS3_49,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,,2011,,,,,,,9,9.0,,,,2019-09-11T08:29:39+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
18855,WHS3_49,COUNTRY,ARM,YEAR,EUR,Europe,,,2017,,,,,,,0,0.0,,,,2019-09-11T08:27:36+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
19379,WHS3_49,COUNTRY,CZE,YEAR,EUR,Europe,,,2007,,,,,,,0,0.0,,,,2019-09-11T08:28:02+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
20214,WHS3_49,COUNTRY,DZA,YEAR,AFR,Africa,,,1992,,,,,,,1,1.0,,,,2019-09-11T08:27:34+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
20225,WHS3_49,COUNTRY,DOM,YEAR,AMR,Americas,,,2006,,,,,,,0,0.0,,,,2019-09-11T08:28:05+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
23420,WHS3_49,COUNTRY,DMA,YEAR,AMR,Americas,,,1988,,,,,,,0,0.0,,,,2019-09-11T08:28:05+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
24448,WHS3_49,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,,2006,,,,,,,0,0.0,,,,2019-09-11T08:29:27+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25001,WHS3_49,COUNTRY,ARG,YEAR,AMR,Americas,,,2006,,,,,,,0,0.0,,,,2019-09-11T08:27:36+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25440,WHS3_49,COUNTRY,LTU,YEAR,EUR,Europe,,,2018,,,,,,,0,0.0,,,,2019-09-11T08:28:37+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
26042,WHS3_49,COUNTRY,MYS,YEAR,WPR,Western Pacific,,,2000,,,,,,,0,0.0,,,,2019-09-11T08:28:39+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
27570,WHS3_49,COUNTRY,VCT,YEAR,AMR,Americas,,,1987,,,,,,,0,0.0,,,,2019-09-11T08:29:11+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
27650,WHS3_49,COUNTRY,BLR,YEAR,EUR,Europe,,,2012,,,,,,,0,0.0,,,,2019-09-11T08:27:41+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
30372,WHS3_49,COUNTRY,NOR,YEAR,EUR,Europe,,,2015,,,,,,,0,0.0,,,,2019-09-11T08:28:57+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
30656,WHS3_49,COUNTRY,HND,YEAR,AMR,Americas,,,1990,,,,,,,0,0.0,,,,2019-09-11T08:28:21+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
33182,WHS3_49,COUNTRY,LAO,YEAR,WPR,Western Pacific,,,1987,,,,,,,480,480.0,,,,2019-09-11T08:28:33+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
33485,WHS3_49,COUNTRY,GIN,YEAR,AFR,Africa,,,2006,,,,,,,0,0.0,,,,2019-09-11T08:28:18+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
33513,WHS3_49,COUNTRY,BOL,YEAR,AMR,Americas,,,1994,,,,,,,0,0.0,,,,2019-09-11T08:27:45+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
33873,WHS3_49,COUNTRY,GEO,YEAR,EUR,Europe,,,2005,,,,,,,0,0.0,,,,2019-09-11T08:28:14+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
34599,WHS3_49,COUNTRY,GEO,YEAR,EUR,Europe,,,2014,,,,,,,0,0.0,,,,2019-09-11T08:28:14+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
36194,WHS3_49,COUNTRY,BWA,YEAR,AFR,Africa,,,1986,,,,,,,2,2.0,,,,2019-09-11T08:27:46+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
36736,WHS3_49,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,,1984,,,,,,,223,223.0,,,,2019-09-11T08:28:25+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
37703,WHS3_49,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2017,,,,,,,0,0.0,,,,2019-09-11T08:29:06+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
37895,WHS3_49,COUNTRY,BRB,YEAR,AMR,Americas,,,2002,,,,,,,0,0.0,,,,2019-09-11T08:27:41+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
38121,WHS3_49,COUNTRY,MHL,YEAR,WPR,Western Pacific,,,1984,,,,,,,0,0.0,,,,2019-09-11T08:28:43+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
38281,WHS3_49,COUNTRY,FIN,YEAR,EUR,Europe,,,2015,,,,,,,0,0.0,,,,2019-09-11T08:28:11+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
39228,WHS3_49,COUNTRY,MLT,YEAR,EUR,Europe,,,1994,,,,,,,0,0.0,,,,2019-09-11T08:28:42+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
40272,WHS3_49,REGION,EUR,YEAR,,,,,1992,,,,,,,176,176.0,,,,2019-09-11T08:29:43+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
44615,WHS3_49,COUNTRY,TZA,YEAR,AFR,Africa,,,1983,,,,,,,101,101.0,,,,2019-09-11T08:29:35+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
44853,WHS3_49,COUNTRY,STP,YEAR,AFR,Africa,,,2009,,,,,,,0,0.0,,,,2019-09-11T08:29:12+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
47321,WHS3_49,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,,1991,,,,,,,0,0.0,,,,2019-09-11T08:28:32+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
47417,WHS3_49,REGION,AMR,YEAR,,,,,1983,,,,,,,1073,1073.0,,,,2019-09-11T08:29:42+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
50654,WHS3_49,COUNTRY,HRV,YEAR,EUR,Europe,,,2004,,,,,,,0,0.0,,,,2019-09-11T08:28:00+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
56124,WHS3_49,COUNTRY,KEN,YEAR,AFR,Africa,,,1998,,,,,,,109,109.0,,,,2019-09-11T08:28:31+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
56341,WHS3_49,COUNTRY,TJK,YEAR,EUR,Europe,,,1996,,,,,,,0,0.0,,,,2019-09-11T08:29:26+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
57039,WHS3_49,COUNTRY,TZA,YEAR,AFR,Africa,,,2009,,,,,,,0,0.0,,,,2019-09-11T08:29:34+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
57084,WHS3_49,COUNTRY,BOL,YEAR,AMR,Americas,,,1980,,,,,,,48,48.0,,,,2019-09-11T08:27:45+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
57247,WHS3_49,COUNTRY,MYS,YEAR,WPR,Western Pacific,,,1999,,,,,,,0,0.0,,,,2019-09-11T08:28:40+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
59470,WHS3_49,COUNTRY,LVA,YEAR,EUR,Europe,,,2013,,,,,,,0,0.0,,,,2019-09-11T08:28:34+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
60158,WHS3_49,COUNTRY,JAM,YEAR,AMR,Americas,,,1991,,,,,,,0,0.0,,,,2019-09-11T08:28:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
60957,WHS3_49,COUNTRY,HUN,YEAR,EUR,Europe,,,1997,,,,,,,0,0.0,,,,2019-09-11T08:28:22+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
64840,WHS3_49,COUNTRY,GHA,YEAR,AFR,Africa,,,2016,,,,,,,0,0.0,,,,2019-09-11T08:28:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
71768,WHS3_49,COUNTRY,COG,YEAR,AFR,Africa,,,2015,,,,,,,0,0.0,,,,2019-09-11T08:27:57+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
71918,WHS3_49,COUNTRY,BFA,YEAR,AFR,Africa,,,1994,,,,,,,5,5.0,,,,2019-09-11T08:27:49+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
77977,WHS3_49,COUNTRY,UKR,YEAR,EUR,Europe,,,2017,,,,,,,0,0.0,,,,2019-09-11T08:29:32+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
78088,WHS3_49,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,,1987,,,,,,,45,45.0,,,,2019-09-11T08:28:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
79537,WHS3_49,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,1987,,,,,,,102,102.0,,,,2019-09-11T08:27:40+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
79726,WHS3_49,REGION,WPR,YEAR,,,,,1981,,,,,,,11144,11144.0,,,,2019-09-11T08:29:44+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
80630,WHS3_49,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,,1990,,,,,,,0,0.0,,,,2019-09-11T08:28:41+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
80888,WHS3_49,COUNTRY,MLT,YEAR,EUR,Europe,,,1998,,,,,,,0,0.0,,,,2019-09-11T08:28:42+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
83359,WHS3_49,COUNTRY,CHE,YEAR,EUR,Europe,,,2015,,,,,,,0,0.0,,,,2019-09-11T08:29:24+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
84198,WHS3_49,COUNTRY,ISL,YEAR,EUR,Europe,,,2007,,,,,,,0,0.0,,,,2019-09-11T08:28:22+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
85224,WHS3_49,COUNTRY,PER,YEAR,AMR,Americas,,,2013,,,,,,,0,0.0,,,,2019-09-11T08:29:02+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
85228,WHS3_49,COUNTRY,MEX,YEAR,AMR,Americas,,,2016,,,,,,,0,0.0,,,,2019-09-11T08:28:45+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
87189,WHS3_49,COUNTRY,VUT,YEAR,WPR,Western Pacific,,,1992,,,,,,,0,0.0,,,,2019-09-11T08:29:37+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
89696,WHS3_49,COUNTRY,MOZ,YEAR,AFR,Africa,,,1991,,,,,,,3,3.0,,,,2019-09-11T08:28:48+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
90873,WHS3_49,COUNTRY,COK,YEAR,WPR,Western Pacific,,,1999,,,,,,,0,0.0,,,,2019-09-11T08:27:58+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
91416,WHS3_49,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2000,,,,,,,0,0.0,,,,2019-09-11T08:29:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
93191,WHS3_49,COUNTRY,LUX,YEAR,EUR,Europe,,,1995,,,,,,,0,0.0,,,,2019-09-11T08:28:38+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
96105,WHS3_49,COUNTRY,CYP,YEAR,EUR,Europe,,,1992,,,,,,,0,0.0,,,,2019-09-11T08:28:01+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
96472,WHS3_49,COUNTRY,LCA,YEAR,AMR,Americas,,,1993,,,,,,,0,0.0,,,,2019-09-11T08:29:10+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
97810,WHS3_49,COUNTRY,AUT,YEAR,EUR,Europe,,,1993,,,,,,,0,0.0,,,,2019-09-11T08:27:38+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
99009,WHS3_49,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,,1999,,,,,,,1,1.0,,,,2019-09-11T08:28:04+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
100117,WHS3_49,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,,2013,,,,,,,0,0.0,,,,2019-09-11T08:28:02+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
100607,WHS3_49,COUNTRY,CAN,YEAR,AMR,Americas,,,2017,,,,,,,0,0.0,,,,2019-09-11T08:27:52+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
102447,WHS3_49,COUNTRY,NLD,YEAR,EUR,Europe,,,2010,,,,,,,0,0.0,,,,2019-09-11T08:28:51+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
108533,WHS3_49,COUNTRY,BRB,YEAR,AMR,Americas,,,2001,,,,,,,0,0.0,,,,2019-09-11T08:27:41+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
111041,WHS3_49,COUNTRY,BRA,YEAR,AMR,Americas,,,1997,,,,,,,0,0.0,,,,2019-09-11T08:27:47+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
114962,WHS3_49,COUNTRY,CUB,YEAR,AMR,Americas,,,1981,,,,,,,0,0.0,,,,2019-09-11T08:28:01+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
115461,WHS3_49,COUNTRY,KAZ,YEAR,EUR,Europe,,,2012,,,,,,,0,0.0,,,,2019-09-11T08:28:30+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
115866,WHS3_49,COUNTRY,CRI,YEAR,AMR,Americas,,,2006,,,,,,,0,0.0,,,,2019-09-11T08:27:58+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
117354,WHS3_49,COUNTRY,BLR,YEAR,EUR,Europe,,,1993,,,,,,,1,1.0,,,,2019-09-11T08:27:42+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
117411,WHS3_49,COUNTRY,BDI,YEAR,AFR,Africa,,,2014,,,,,,,0,0.0,,,,2019-09-11T08:27:49+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
117733,WHS3_49,COUNTRY,JPN,YEAR,WPR,Western Pacific,,,2016,,,,,,,0,0.0,,,,2019-09-11T08:28:29+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
123020,WHS3_49,COUNTRY,SYC,YEAR,AFR,Africa,,,1998,,,,,,,0,0.0,,,,2019-09-11T08:29:15+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
124248,WHS3_49,COUNTRY,AZE,YEAR,EUR,Europe,,,1997,,,,,,,0,0.0,,,,2019-09-11T08:27:39+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
130288,WHS3_49,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,,2006,,,,,,,31,31.0,,,,2019-09-11T08:27:32+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
130378,WHS3_49,COUNTRY,KHM,YEAR,WPR,Western Pacific,,,2012,,,,,,,0,0.0,,,,2019-09-11T08:27:51+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
130657,WHS3_49,COUNTRY,TGO,YEAR,AFR,Africa,,,2012,,,,,,,0,0.0,,,,2019-09-11T08:29:27+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
131422,WHS3_49,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,,2017,,,,,,,0,0.0,,,,2019-09-11T08:28:58+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
134749,WHS3_49,COUNTRY,TON,YEAR,WPR,Western Pacific,,,2004,,,,,,,0,0.0,,,,2019-09-11T08:29:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
135817,WHS3_49,COUNTRY,CIV,YEAR,AFR,Africa,,,2002,,,,,,,0,0.0,,,,2019-09-11T08:27:59+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
136499,WHS3_49,COUNTRY,HUN,YEAR,EUR,Europe,,,1986,,,,,,,0,0.0,,,,2019-09-11T08:28:22+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
139290,WHS3_49,COUNTRY,GNB,YEAR,AFR,Africa,,,1995,,,,,,,0,0.0,,,,2019-09-11T08:28:19+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
141859,WHS3_49,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,0,0.0,,,,2019-09-11T08:29:29+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
142154,WHS3_49,COUNTRY,COK,YEAR,WPR,Western Pacific,,,1980,,,,,,,0,0.0,,,,2019-09-11T08:27:58+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
145393,WHS3_49,COUNTRY,PHL,YEAR,WPR,Western Pacific,,,1997,,,,,,,0,0.0,,,,2019-09-11T08:29:03+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
145561,WHS3_49,COUNTRY,VNM,YEAR,WPR,Western Pacific,,,2000,,,,,,,0,0.0,,,,2019-09-11T08:29:38+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
145883,WHS3_49,COUNTRY,UGA,YEAR,AFR,Africa,,,2012,,,,,,,0,0.0,,,,2019-09-11T08:29:31+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
148429,WHS3_49,COUNTRY,GRC,YEAR,EUR,Europe,,,2009,,,,,,,0,0.0,,,,2019-09-11T08:28:16+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
149954,WHS3_49,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,,2001,,,,,,,119,119.0,,,,2019-09-11T08:28:59+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
149964,WHS3_49,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,,1992,,,,,,,0,0.0,,,,2019-09-11T08:27:40+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
150092,WHS3_49,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,2006,,,,,,,0,0.0,,,,2019-09-11T08:28:47+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
151223,WHS3_49,COUNTRY,ECU,YEAR,AMR,Americas,,,1996,,,,,,,0,0.0,,,,2019-09-11T08:28:06+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
152247,WHS3_49,COUNTRY,COK,YEAR,WPR,Western Pacific,,,1997,,,,,,,0,0.0,,,,2019-09-11T08:27:58+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
155159,WHS3_49,COUNTRY,VCT,YEAR,AMR,Americas,,,2002,,,,,,,0,0.0,,,,2019-09-11T08:29:10+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
155387,WHS3_49,COUNTRY,COD,YEAR,AFR,Africa,,,1998,,,,,,,10,10.0,,,,2019-09-11T08:28:03+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
156239,WHS3_49,COUNTRY,STP,YEAR,AFR,Africa,,,2001,,,,,,,0,0.0,,,,2019-09-11T08:29:12+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
157511,WHS3_49,COUNTRY,MCO,YEAR,EUR,Europe,,,1999,,,,,,,0,0.0,,,,2019-09-11T08:28:46+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
158027,WHS3_49,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,1995,,,,,,,0,0.0,,,,2019-09-11T08:28:48+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
158565,WHS3_49,COUNTRY,VUT,YEAR,WPR,Western Pacific,,,2005,,,,,,,0,0.0,,,,2019-09-11T08:29:37+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
161845,WHS3_49,COUNTRY,SRB,YEAR,EUR,Europe,,,1999,,,,,,,0,0.0,,,,2019-09-11T08:29:15+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
161951,WHS3_49,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,1980,,,,,,,244,244.0,,,,2019-09-11T08:28:49+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
163681,WHS3_49,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,,1986,,,,,,,12,12.0,,,,2019-09-11T08:29:13+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
170334,WHS3_49,COUNTRY,BHS,YEAR,AMR,Americas,,,1986,,,,,,,0,0.0,,,,2019-09-11T08:27:39+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
172512,WHS3_49,COUNTRY,NIC,YEAR,AMR,Americas,,,1998,,,,,,,0,0.0,,,,2019-09-11T08:28:53+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
175300,WHS3_49,COUNTRY,CPV,YEAR,AFR,Africa,,,1990,,,,,,,0,0.0,,,,2019-09-11T08:27:51+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
178569,WHS3_49,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,2007,,,,,,,0,0.0,,,,2019-09-11T08:28:47+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
178600,WHS3_49,COUNTRY,COL,YEAR,AMR,Americas,,,1990,,,,,,,4,4.0,,,,2019-09-11T08:27:56+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
183943,WHS3_49,COUNTRY,BEL,YEAR,EUR,Europe,,,2011,,,,,,,0,0.0,,,,2019-09-11T08:27:42+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
184577,WHS3_49,COUNTRY,EST,YEAR,EUR,Europe,,,2002,,,,,,,0,0.0,,,,2019-09-11T08:28:09+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
185068,WHS3_49,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,,2002,,,,,,,0,0.0,,,,2019-09-11T08:28:41+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
188571,WHS3_49,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,1990,,,,,,,47,47.0,,,,2019-09-11T08:28:49+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
190556,WHS3_49,COUNTRY,COM,YEAR,AFR,Africa,,,2010,,,,,,,0,0.0,,,,2019-09-11T08:27:56+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
191686,WHS3_49,COUNTRY,GNQ,YEAR,AFR,Africa,,,1999,,,,,,,1,1.0,,,,2019-09-11T08:28:08+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
194907,WHS3_49,COUNTRY,MDG,YEAR,AFR,Africa,,,1991,,,,,,,13,13.0,,,,2019-09-11T08:28:38+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
195047,WHS3_49,COUNTRY,MDG,YEAR,AFR,Africa,,,1995,,,,,,,0,0.0,,,,2019-09-11T08:28:38+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
