Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6741481,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,CPV,AFR,YEAR,Africa,,,2022,,,,,,,98,98.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6024581,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,SSD,AFR,YEAR,Africa,,,2022,,,,,,,9232,9232.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2326203,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,334,334.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1012924,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BLR,EUR,YEAR,Europe,,,2022,,,,,,,858,858.0,,,,2024-04-02T13:53:05.823+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2892237,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,725,725.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1032218,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,VEN,AMR,YEAR,Americas,,,2022,,,,,,,1187,1187.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9764414,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,NRU,WPR,YEAR,Western Pacific,,,2022,,,,,,,9,9.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5072293,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,2022,,,,,,,14,14.0,,,,2024-04-02T13:53:05.823+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9098890,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,8,8.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3553212,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,NER,AFR,YEAR,Africa,,,2022,,,,,,,43 850,43850.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4679454,HEPATITIS_HBV_INFECTIONS_NEW_NUM,COUNTRY,ZAF,AFR,YEAR,Africa,,,2022,,,,,,,13 339,13339.0,,,,2025-01-08T11:26:29.403+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
