Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4183694,WHS4_544,COUNTRY,COK,WPR,YEAR,Western Pacific,,,2002,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4184691,WHS4_544,COUNTRY,SWZ,AFR,YEAR,Africa,,,2004,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4189800,WHS4_544,COUNTRY,LSO,AFR,YEAR,Africa,,,2015,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4194470,WHS4_544,COUNTRY,UKR,EUR,YEAR,Europe,,,2002,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4195721,WHS4_544,COUNTRY,URY,AMR,YEAR,Americas,,,2011,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4195782,WHS4_544,COUNTRY,KGZ,EUR,YEAR,Europe,,,2010,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4201586,WHS4_544,COUNTRY,SVN,EUR,YEAR,Europe,,,2015,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4203938,WHS4_544,COUNTRY,ECU,AMR,YEAR,Americas,,,2019,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4206443,WHS4_544,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2000,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4210317,WHS4_544,COUNTRY,CUB,AMR,YEAR,Americas,,,2016,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4214444,WHS4_544,COUNTRY,MKD,EUR,YEAR,Europe,,,2009,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4218909,WHS4_544,COUNTRY,MLT,EUR,YEAR,Europe,,,2021,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4219433,WHS4_544,COUNTRY,ERI,AFR,YEAR,Africa,,,2024,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
4226760,WHS4_544,COUNTRY,HND,AMR,YEAR,Americas,,,2009,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4229291,WHS4_544,COUNTRY,MDA,EUR,YEAR,Europe,,,2013,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4232226,WHS4_544,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,2012,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4232619,WHS4_544,COUNTRY,BIH,EUR,YEAR,Europe,,,2007,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4238394,WHS4_544,COUNTRY,ALB,EUR,YEAR,Europe,,,2003,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4244087,WHS4_544,COUNTRY,PRT,EUR,YEAR,Europe,,,2019,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4247885,WHS4_544,COUNTRY,DMA,AMR,YEAR,Americas,,,2002,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4248071,WHS4_544,COUNTRY,POL,EUR,YEAR,Europe,,,2004,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4250858,WHS4_544,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,,,2020,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4253114,WHS4_544,COUNTRY,MHL,WPR,YEAR,Western Pacific,,,2006,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4263162,WHS4_544,COUNTRY,TTO,AMR,YEAR,Americas,,,2017,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4263195,WHS4_544,COUNTRY,DOM,AMR,YEAR,Americas,,,2024,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
4263906,WHS4_544,COUNTRY,CAN,AMR,YEAR,Americas,,,2024,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
4265354,WHS4_544,COUNTRY,UKR,EUR,YEAR,Europe,,,2007,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4271874,WHS4_544,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2002,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4273259,WHS4_544,COUNTRY,MDG,AFR,YEAR,Africa,,,2009,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4277427,WHS4_544,COUNTRY,KIR,WPR,YEAR,Western Pacific,,,2012,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4279513,WHS4_544,COUNTRY,SEN,AFR,YEAR,Africa,,,2008,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4279706,WHS4_544,COUNTRY,FRA,EUR,YEAR,Europe,,,2018,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4285961,WHS4_544,REGION,AMR,,YEAR,,,,2023,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4288400,WHS4_544,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4292758,WHS4_544,COUNTRY,SRB,EUR,YEAR,Europe,,,2007,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4292787,WHS4_544,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2006,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4301957,WHS4_544,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,2005,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4302727,WHS4_544,COUNTRY,BIH,EUR,YEAR,Europe,,,2006,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4309285,WHS4_544,COUNTRY,GTM,AMR,YEAR,Americas,,,2012,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4310921,WHS4_544,COUNTRY,TJK,EUR,YEAR,Europe,,,2006,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4311768,WHS4_544,COUNTRY,FSM,WPR,YEAR,Western Pacific,,,2003,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4311927,WHS4_544,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,2011,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4316468,WHS4_544,GLOBAL,GLOBAL,,YEAR,,,,2023,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4316752,WHS4_544,COUNTRY,PRY,AMR,YEAR,Americas,,,2011,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4321349,WHS4_544,COUNTRY,ECU,AMR,YEAR,Americas,,,2008,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4328506,WHS4_544,COUNTRY,GBR,EUR,YEAR,Europe,,,2009,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4328694,WHS4_544,COUNTRY,COG,AFR,YEAR,Africa,,,2017,,,,,,,60,60.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4335434,WHS4_544,COUNTRY,MHL,WPR,YEAR,Western Pacific,,,2021,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4339282,WHS4_544,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,,,2006,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4341873,WHS4_544,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2010,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4342037,WHS4_544,REGION,WPR,,YEAR,,,,2019,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4347136,WHS4_544,COUNTRY,ERI,AFR,YEAR,Africa,,,2021,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4352016,WHS4_544,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2005,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4352422,WHS4_544,COUNTRY,AZE,EUR,YEAR,Europe,,,2015,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4358312,WHS4_544,COUNTRY,LVA,EUR,YEAR,Europe,,,2008,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4371740,WHS4_544,COUNTRY,SWZ,AFR,YEAR,Africa,,,2016,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4372023,WHS4_544,COUNTRY,AGO,AFR,YEAR,Africa,,,2002,,,,,,,22,22.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4374609,WHS4_544,COUNTRY,CIV,AFR,YEAR,Africa,,,2021,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4375538,WHS4_544,COUNTRY,ARG,AMR,YEAR,Americas,,,2017,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4378599,WHS4_544,COUNTRY,TLS,SEAR,YEAR,South-East Asia,,,2022,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4386234,WHS4_544,COUNTRY,ESP,EUR,YEAR,Europe,,,2022,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4390120,WHS4_544,COUNTRY,CAN,AMR,YEAR,Americas,,,2018,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4391340,WHS4_544,COUNTRY,ZAF,AFR,YEAR,Africa,,,2020,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4392485,WHS4_544,COUNTRY,VUT,WPR,YEAR,Western Pacific,,,2007,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4393002,WHS4_544,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2012,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4393006,WHS4_544,COUNTRY,GRD,AMR,YEAR,Americas,,,2007,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4393353,WHS4_544,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,,,2002,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4394469,WHS4_544,COUNTRY,LBR,AFR,YEAR,Africa,,,2016,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4397211,WHS4_544,COUNTRY,MDA,EUR,YEAR,Europe,,,2014,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4400542,WHS4_544,COUNTRY,GHA,AFR,YEAR,Africa,,,2017,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4403317,WHS4_544,COUNTRY,COL,AMR,YEAR,Americas,,,2002,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4407069,WHS4_544,COUNTRY,TKM,EUR,YEAR,Europe,,,2012,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4409681,WHS4_544,COUNTRY,ZWE,AFR,YEAR,Africa,,,2006,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4409806,WHS4_544,COUNTRY,USA,AMR,YEAR,Americas,,,2013,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4411189,WHS4_544,COUNTRY,COG,AFR,YEAR,Africa,,,2024,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
4411656,WHS4_544,COUNTRY,NIU,WPR,YEAR,Western Pacific,,,2017,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4417431,WHS4_544,COUNTRY,AGO,AFR,YEAR,Africa,,,2001,,,,,,,28,28.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4417835,WHS4_544,COUNTRY,LUX,EUR,YEAR,Europe,,,2019,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4420078,WHS4_544,COUNTRY,GHA,AFR,YEAR,Africa,,,2010,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4425875,WHS4_544,COUNTRY,GBR,EUR,YEAR,Europe,,,2013,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4432675,WHS4_544,COUNTRY,GRD,AMR,YEAR,Americas,,,2001,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4435948,WHS4_544,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,2000,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4436116,WHS4_544,COUNTRY,COG,AFR,YEAR,Africa,,,2022,,,,,,,52,52.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4437065,WHS4_544,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,,2018,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4439039,WHS4_544,COUNTRY,MLT,EUR,YEAR,Europe,,,2003,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4441117,WHS4_544,COUNTRY,PRT,EUR,YEAR,Europe,,,2020,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4441713,WHS4_544,REGION,EMR,,YEAR,,,,2014,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4442498,WHS4_544,COUNTRY,NGA,AFR,YEAR,Africa,,,2017,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4443569,WHS4_544,COUNTRY,ZMB,AFR,YEAR,Africa,,,2005,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4444243,WHS4_544,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,,2002,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4448282,WHS4_544,COUNTRY,HUN,EUR,YEAR,Europe,,,2016,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4448909,WHS4_544,COUNTRY,FIN,EUR,YEAR,Europe,,,2022,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4450059,WHS4_544,COUNTRY,UKR,EUR,YEAR,Europe,,,2009,,,,,,,74,74.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4456940,WHS4_544,COUNTRY,FRA,EUR,YEAR,Europe,,,2019,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4464119,WHS4_544,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,2023,,,,,,,66,66.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4467495,WHS4_544,COUNTRY,AZE,EUR,YEAR,Europe,,,2011,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4469027,WHS4_544,COUNTRY,COM,AFR,YEAR,Africa,,,2020,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4470665,WHS4_544,COUNTRY,DNK,EUR,YEAR,Europe,,,2021,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4474968,WHS4_544,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2003,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4475917,WHS4_544,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,,,2012,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4475969,WHS4_544,COUNTRY,RWA,AFR,YEAR,Africa,,,2010,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4479597,WHS4_544,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,2007,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4480210,WHS4_544,COUNTRY,ZMB,AFR,YEAR,Africa,,,2000,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4480675,WHS4_544,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2020,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4482484,WHS4_544,COUNTRY,GEO,EUR,YEAR,Europe,,,2015,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4483245,WHS4_544,REGION,AMR,,YEAR,,,,2011,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4487334,WHS4_544,REGION,AMR,,YEAR,,,,2006,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4489836,WHS4_544,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,2013,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4494528,WHS4_544,COUNTRY,VEN,AMR,YEAR,Americas,,,2003,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4506872,WHS4_544,COUNTRY,PLW,WPR,YEAR,Western Pacific,,,2020,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4513307,WHS4_544,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,,,2019,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4514364,WHS4_544,COUNTRY,AUT,EUR,YEAR,Europe,,,2015,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4514660,WHS4_544,COUNTRY,LAO,WPR,YEAR,Western Pacific,,,2001,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4517984,WHS4_544,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,2020,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4518089,WHS4_544,COUNTRY,GUY,AMR,YEAR,Americas,,,2000,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4521030,WHS4_544,COUNTRY,TGO,AFR,YEAR,Africa,,,2019,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4524746,WHS4_544,COUNTRY,SLV,AMR,YEAR,Americas,,,2008,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4525617,WHS4_544,COUNTRY,SLV,AMR,YEAR,Americas,,,2010,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4528630,WHS4_544,COUNTRY,AGO,AFR,YEAR,Africa,,,2011,,,,,,,45,45.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4533425,WHS4_544,COUNTRY,MLT,EUR,YEAR,Europe,,,2015,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4533645,WHS4_544,COUNTRY,GBR,EUR,YEAR,Europe,,,2001,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4534841,WHS4_544,COUNTRY,ECU,AMR,YEAR,Americas,,,2022,,,,,,,59,59.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4537110,WHS4_544,COUNTRY,BHS,AMR,YEAR,Americas,,,2014,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
