Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2149,WHS4_100,COUNTRY,BLR,YEAR,EUR,Europe,,2020,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2794,WHS4_100,COUNTRY,TON,YEAR,WPR,Western Pacific,,2016,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3391,WHS4_100,COUNTRY,GRC,YEAR,EUR,Europe,,2005,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8075,WHS4_100,COUNTRY,UKR,YEAR,EUR,Europe,,2000,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
12678,WHS4_100,REGION,AMR,YEAR,,,,2024,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
14477,WHS4_100,COUNTRY,ERI,YEAR,AFR,Africa,,2014,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
16617,WHS4_100,COUNTRY,PNG,YEAR,WPR,Western Pacific,,2022,,,,,,,,37,37.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
18253,WHS4_100,COUNTRY,HUN,YEAR,EUR,Europe,,2018,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
22434,WHS4_100,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,2016,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
24153,WHS4_100,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2000,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24634,WHS4_100,COUNTRY,BRA,YEAR,AMR,Americas,,2000,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25887,WHS4_100,COUNTRY,GRC,YEAR,EUR,Europe,,2015,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
29599,WHS4_100,COUNTRY,ROU,YEAR,EUR,Europe,,2007,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
30022,WHS4_100,COUNTRY,STP,YEAR,AFR,Africa,,2022,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
30923,WHS4_100,COUNTRY,PRY,YEAR,AMR,Americas,,2008,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
32627,WHS4_100,COUNTRY,COL,YEAR,AMR,Americas,,2016,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
35010,WHS4_100,COUNTRY,PNG,YEAR,WPR,Western Pacific,,2002,,,,,,,,61,61.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
35782,WHS4_100,COUNTRY,MNE,YEAR,EUR,Europe,,2020,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
35934,WHS4_100,COUNTRY,GMB,YEAR,AFR,Africa,,2019,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
38438,WHS4_100,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,2018,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
38614,WHS4_100,COUNTRY,URY,YEAR,AMR,Americas,,2016,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
41091,WHS4_100,COUNTRY,BEL,YEAR,EUR,Europe,,2016,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
43601,WHS4_100,COUNTRY,KIR,YEAR,WPR,Western Pacific,,2003,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
44725,WHS4_100,COUNTRY,CUB,YEAR,AMR,Americas,,2007,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
45010,WHS4_100,COUNTRY,FRA,YEAR,EUR,Europe,,2014,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
45051,WHS4_100,COUNTRY,ISR,YEAR,EUR,Europe,,2010,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
45608,WHS4_100,COUNTRY,TJK,YEAR,EUR,Europe,,2021,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
53862,WHS4_100,COUNTRY,MNG,YEAR,WPR,Western Pacific,,2023,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
54842,WHS4_100,COUNTRY,MWI,YEAR,AFR,Africa,,2016,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
61477,WHS4_100,COUNTRY,UGA,YEAR,AFR,Africa,,2016,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
62721,WHS4_100,COUNTRY,COD,YEAR,AFR,Africa,,2001,,,,,,,,30,30.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
64156,WHS4_100,COUNTRY,CRI,YEAR,AMR,Americas,,2003,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
66202,WHS4_100,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,2001,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
72875,WHS4_100,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,2001,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
73002,WHS4_100,COUNTRY,BRB,YEAR,AMR,Americas,,2013,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
73367,WHS4_100,COUNTRY,LBR,YEAR,AFR,Africa,,2020,,,,,,,,66,66.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
75898,WHS4_100,COUNTRY,DOM,YEAR,AMR,Americas,,2017,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
82647,WHS4_100,COUNTRY,ARM,YEAR,EUR,Europe,,2013,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
82884,WHS4_100,COUNTRY,BGR,YEAR,EUR,Europe,,2004,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
83199,WHS4_100,COUNTRY,SYC,YEAR,AFR,Africa,,2011,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
83209,WHS4_100,COUNTRY,SLE,YEAR,AFR,Africa,,2012,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
88068,WHS4_100,COUNTRY,CMR,YEAR,AFR,Africa,,2000,,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
89132,WHS4_100,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2019,,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
90700,WHS4_100,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,2022,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
91019,WHS4_100,REGION,EMR,YEAR,,,,2007,,,,,,,,74,74.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
91160,WHS4_100,COUNTRY,SWZ,YEAR,AFR,Africa,,2017,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
92454,WHS4_100,COUNTRY,COM,YEAR,AFR,Africa,,2001,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
96767,WHS4_100,COUNTRY,SLV,YEAR,AMR,Americas,,2020,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
100820,WHS4_100,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2002,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
102406,WHS4_100,COUNTRY,ISR,YEAR,EUR,Europe,,2003,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
103737,WHS4_100,COUNTRY,MWI,YEAR,AFR,Africa,,2008,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
105942,WHS4_100,COUNTRY,CAN,YEAR,AMR,Americas,,2008,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
107746,WHS4_100,COUNTRY,SEN,YEAR,AFR,Africa,,2008,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
110823,WHS4_100,COUNTRY,CYP,YEAR,EUR,Europe,,2015,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
110886,WHS4_100,COUNTRY,TTO,YEAR,AMR,Americas,,2014,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
111658,WHS4_100,COUNTRY,ETH,YEAR,AFR,Africa,,2014,,,,,,,,61,61.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
114570,WHS4_100,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,2008,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
116728,WHS4_100,COUNTRY,CAN,YEAR,AMR,Americas,,2010,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
118791,WHS4_100,COUNTRY,TZA,YEAR,AFR,Africa,,2001,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
124593,WHS4_100,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2022,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
124825,WHS4_100,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2009,,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
125499,WHS4_100,COUNTRY,URY,YEAR,AMR,Americas,,2009,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
126526,WHS4_100,COUNTRY,SLE,YEAR,AFR,Africa,,2013,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
130451,WHS4_100,COUNTRY,NER,YEAR,AFR,Africa,,2017,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
133876,WHS4_100,GLOBAL,GLOBAL,YEAR,,,,2001,,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
134905,WHS4_100,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2024,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
138765,WHS4_100,COUNTRY,MCO,YEAR,EUR,Europe,,2002,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
139215,WHS4_100,COUNTRY,AZE,YEAR,EUR,Europe,,2004,,,,,,,,77,77.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
141781,WHS4_100,COUNTRY,BGR,YEAR,EUR,Europe,,2016,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
143101,WHS4_100,COUNTRY,LCA,YEAR,AMR,Americas,,2000,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
144033,WHS4_100,COUNTRY,KOR,YEAR,WPR,Western Pacific,,2011,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
148700,WHS4_100,COUNTRY,EST,YEAR,EUR,Europe,,2022,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
149348,WHS4_100,COUNTRY,EST,YEAR,EUR,Europe,,2001,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
151957,WHS4_100,COUNTRY,BIH,YEAR,EUR,Europe,,2003,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
153179,WHS4_100,COUNTRY,SRB,YEAR,EUR,Europe,,2014,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
155885,WHS4_100,COUNTRY,MWI,YEAR,AFR,Africa,,2021,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
156852,WHS4_100,COUNTRY,CYP,YEAR,EUR,Europe,,2004,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
157244,WHS4_100,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,2002,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
158126,WHS4_100,COUNTRY,ZAF,YEAR,AFR,Africa,,2014,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
160035,WHS4_100,COUNTRY,THA,YEAR,SEAR,South-East Asia,,2021,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
162405,WHS4_100,COUNTRY,TZA,YEAR,AFR,Africa,,2024,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
171104,WHS4_100,COUNTRY,NAM,YEAR,AFR,Africa,,2010,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
172822,WHS4_100,COUNTRY,ARG,YEAR,AMR,Americas,,2000,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
174514,WHS4_100,COUNTRY,MUS,YEAR,AFR,Africa,,2014,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
175510,WHS4_100,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2012,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
176447,WHS4_100,COUNTRY,IND,YEAR,SEAR,South-East Asia,,2008,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
179278,WHS4_100,COUNTRY,MKD,YEAR,EUR,Europe,,2020,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
180787,WHS4_100,COUNTRY,LSO,YEAR,AFR,Africa,,2023,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
185796,WHS4_100,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,2010,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
194834,WHS4_100,COUNTRY,AZE,YEAR,EUR,Europe,,2010,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
197313,WHS4_100,COUNTRY,BEL,YEAR,EUR,Europe,,2013,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
197448,WHS4_100,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2021,,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
197557,WHS4_100,COUNTRY,BDI,YEAR,AFR,Africa,,2005,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
197861,WHS4_100,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,2014,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
200570,WHS4_100,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2022,,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
200578,WHS4_100,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,,2009,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
200818,WHS4_100,COUNTRY,FSM,YEAR,WPR,Western Pacific,,2018,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
205839,WHS4_100,COUNTRY,BWA,YEAR,AFR,Africa,,2010,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
206876,WHS4_100,COUNTRY,HUN,YEAR,EUR,Europe,,2001,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
207672,WHS4_100,COUNTRY,ALB,YEAR,EUR,Europe,,2006,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
211937,WHS4_100,COUNTRY,MRT,YEAR,AFR,Africa,,2000,,,,,,,,51,51.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
215383,WHS4_100,COUNTRY,LCA,YEAR,AMR,Americas,,2012,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
215748,WHS4_100,COUNTRY,DEU,YEAR,EUR,Europe,,2004,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
217390,WHS4_100,COUNTRY,NZL,YEAR,WPR,Western Pacific,,2005,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
218706,WHS4_100,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2020,,,,,,,,61,61.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
219413,WHS4_100,COUNTRY,GTM,YEAR,AMR,Americas,,2003,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
220127,WHS4_100,COUNTRY,BOL,YEAR,AMR,Americas,,2005,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
220530,WHS4_100,REGION,AMR,YEAR,,,,2002,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
227775,WHS4_100,COUNTRY,KGZ,YEAR,EUR,Europe,,2019,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
229457,WHS4_100,COUNTRY,VUT,YEAR,WPR,Western Pacific,,2012,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
231090,WHS4_100,COUNTRY,BHS,YEAR,AMR,Americas,,2016,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
231953,WHS4_100,COUNTRY,VNM,YEAR,WPR,Western Pacific,,2001,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
234339,WHS4_100,COUNTRY,ECU,YEAR,AMR,Americas,,2012,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
235948,WHS4_100,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2015,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
237439,WHS4_100,REGION,AMR,YEAR,,,,2019,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
238878,WHS4_100,COUNTRY,PAN,YEAR,AMR,Americas,,2004,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
241768,WHS4_100,COUNTRY,KHM,YEAR,WPR,Western Pacific,,2002,,,,,,,,54,54.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
243920,WHS4_100,COUNTRY,IRL,YEAR,EUR,Europe,,2016,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
249638,WHS4_100,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,2013,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
251459,WHS4_100,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
255475,WHS4_100,COUNTRY,HRV,YEAR,EUR,Europe,,2000,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
256515,WHS4_100,COUNTRY,BDI,YEAR,AFR,Africa,,2004,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
257989,WHS4_100,COUNTRY,COM,YEAR,AFR,Africa,,2005,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
258455,WHS4_100,COUNTRY,AND,YEAR,EUR,Europe,,2016,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
