Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1593208,WHS8_110,COUNTRY,TGO,YEAR,AFR,Africa,,2017,,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1593209,WHS8_110,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,2007,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1600905,WHS8_110,COUNTRY,CUB,YEAR,AMR,Americas,,2000,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1605140,WHS8_110,COUNTRY,BLR,YEAR,EUR,Europe,,2024,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
1606008,WHS8_110,COUNTRY,STP,YEAR,AFR,Africa,,2013,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1606016,WHS8_110,COUNTRY,MNE,YEAR,EUR,Europe,,2013,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1606053,WHS8_110,COUNTRY,BFA,YEAR,AFR,Africa,,2017,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1611220,WHS8_110,COUNTRY,ERI,YEAR,AFR,Africa,,2013,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1612021,WHS8_110,REGION,AFR,YEAR,,,,2007,,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1632265,WHS8_110,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,2001,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1633098,WHS8_110,COUNTRY,NGA,YEAR,AFR,Africa,,2013,,,,,,,,42,42.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1637012,WHS8_110,COUNTRY,RUS,YEAR,EUR,Europe,,2020,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1638562,WHS8_110,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,2016,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1638821,WHS8_110,COUNTRY,ZWE,YEAR,AFR,Africa,,2018,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
